title_company,category,level,requirements,salary,urlsCatalog
"GCP Senior/Lead DevOps/Cloud Architect
SoftServe","DevOps, GCP",Senior,GCP|Linux|Docker|Shell|Ansible|Jenkins|Git|Puppet|Terraform|Kubernetes|English|Team player|Communication skills|Python,"22 000 - 32 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/gcp-senior-lead-devops-cloud-architect-softserve-opole-3gl0yvkp
"GCP Senior/Lead DevOps/Cloud Architect
SoftServe","DevOps, GCP",Senior,GCP|Linux|Docker|Shell|Ansible|Jenkins|Git|Puppet|Terraform|Kubernetes|English|Team player|Communication skills|Python,"22 000 - 32 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/gcp-senior-lead-devops-cloud-architect-softserve-poznan-3gl0yvkp
"GCP Senior/Lead DevOps/Cloud Architect
SoftServe","DevOps, GCP",Senior,GCP|Linux|Docker|Shell|Ansible|Jenkins|Git|Puppet|Terraform|Kubernetes|English|Team player|Communication skills|Python,"22 000 - 32 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/gcp-senior-lead-devops-cloud-architect-softserve-bydgoszcz-3gl0yvkp
"GCP Senior/Lead DevOps/Cloud Architect
SoftServe","DevOps, GCP",Senior,GCP|Linux|Docker|Shell|Ansible|Jenkins|Git|Puppet|Terraform|Kubernetes|English|Team player|Communication skills|Python,"22 000 - 32 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/gcp-senior-lead-devops-cloud-architect-softserve-bielskobiala-3gl0yvkp
"GCP Senior/Lead DevOps/Cloud Architect
SoftServe","DevOps, GCP",Senior,GCP|Linux|Docker|Shell|Ansible|Jenkins|Git|Puppet|Terraform|Kubernetes|English|Team player|Communication skills|Python,"22 000 - 32 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/gcp-senior-lead-devops-cloud-architect-softserve-lublin-3gl0yvkp
"GCP Senior/Lead DevOps/Cloud Architect
SoftServe","DevOps, GCP",Senior,GCP|Linux|Docker|Shell|Ansible|Jenkins|Git|Puppet|Terraform|Kubernetes|English|Team player|Communication skills|Python,"22 000 - 32 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/gcp-senior-lead-devops-cloud-architect-softserve-katowice-3gl0yvkp
"GCP Senior/Lead DevOps/Cloud Architect
SoftServe","DevOps, GCP",Senior,GCP|Linux|Docker|Shell|Ansible|Jenkins|Git|Puppet|Terraform|Kubernetes|English|Team player|Communication skills|Python,"22 000 - 32 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/gcp-senior-lead-devops-cloud-architect-softserve-krakow-3gl0yvkp
"Linux Low Level Developer
Mobica Limited","Embedded, linux",Mid,Linux|C|English,"12 300 - 24 500 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|10 000 - 20 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/linux-low-level-developer-mobica-limited-remote-b2utwjgh
"Senior Program Manager, Product Ops
Box Inc.",Project Manager,Senior,SDLC|Release Management|Simplify complex problems|Building effective partnerships across the organisation|Program Execution|Product Design Process Knowledge|SAFe|Agile|Collaborative Approach|Ability to work in a distributed team|Experience of working across different time zones|English,"16 000 - 21 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/senior-program-manager-product-ops-box-remote-0nge9g7h
"Senior Program Manager, Product Ops
Box Inc.",Project Manager,Senior,SDLC|Release Management|Simplify complex problems|Building effective partnerships across the organisation|Program Execution|Product Design Process Knowledge|SAFe|Agile|Collaborative Approach|Ability to work in a distributed team|Experience of working across different time zones|English,"16 000 - 21 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/senior-program-manager-product-ops-box-warszawa-0nge9g7h
"Remote Frontend Developer
Shoper","Frontend, javascript","Mid, Senior",JavaScript|HTML5|CSS|TypeScript|Less|React|vue.js,"8 000 - 16 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|7 000 - 13 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/remote-frontend-developer-shoper-3ffmtsjd
"Remote Frontend Developer
Shoper","Frontend, javascript","Mid, Senior",JavaScript|HTML5|CSS|TypeScript|Less|React|vue.js,"8 000 - 16 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|7 000 - 13 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/remote-frontend-developer-shoper-krakow-3ffmtsjd
"Remote Frontend Developer
Shoper","Frontend, javascript","Mid, Senior",JavaScript|HTML5|CSS|TypeScript|Less|React|vue.js,"8 000 - 16 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|7 000 - 13 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/remote-frontend-developer-shoper-szczecin-3ffmtsjd
"DevOps / AWS Engineer
SecurionPay","DevOps, aws",Mid,AWS|CloudFormation|Cloud Architecture|DevOps|iac|continuous integration|continuous delivery|Ansible|security|Communication skills|Problem solving|Critical thinking|English|Polish,"26 000 - 37 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/devops-aws-engineer-securionpay-remote-b26xef3w
"DevOps / AWS Engineer
SecurionPay","DevOps, aws",Mid,AWS|CloudFormation|Cloud Architecture|DevOps|iac|continuous integration|continuous delivery|Ansible|security|Communication skills|Problem solving|Critical thinking|English|Polish,"26 000 - 37 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/devops-aws-engineer-securionpay-wroclaw-b26xef3w
"Remote Node.js Developer
Prowly","Backend, node","Mid, Senior",Node|JavaScript|TypeScript|unit test,"19 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/remote-node-js-developer-prowly-ileyif0j
"Remote Node.js Developer
Prowly","Backend, node","Mid, Senior",Node|JavaScript|TypeScript|unit test,"19 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/remote-node-js-developer-prowly-warszawa-ileyif0j
"Remote Node.js Developer
Prowly","Backend, node","Mid, Senior",Node|JavaScript|TypeScript|unit test,"19 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/remote-node-js-developer-prowly-lodz-ileyif0j
"Senior Frontend Developer
Mühlemann & Popp Online Media AG","Frontend, react",Senior,React|Angular|English|CSS,"18 000 - 27 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|18 000 - 27 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/senior-frontend-developer-muhlemann-popp-online-media-remote-vubbqu1c
"Senior Frontend Developer
Mühlemann & Popp Online Media AG","Frontend, react",Senior,React|Angular|English|CSS,"18 000 - 27 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|18 000 - 27 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/senior-frontend-developer-muhlemann-popp-online-media-wroclaw-vubbqu1c
".NET Developer ready to learn Golang
Acaisoft Poland sp. z o.o","Backend, .net","Mid, Senior",3+ years of experience as a backend Developer|.NET|React.js|English B2+,"19 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/net-developer-ready-to-learn-golang-acaisoft-poland-remote-xgpmyntl
".NET Developer ready to learn Golang
Acaisoft Poland sp. z o.o","Backend, .net","Mid, Senior",3+ years of experience as a backend Developer|.NET|React.js|English B2+,"19 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/net-developer-ready-to-learn-golang-acaisoft-poland-warszawa-xgpmyntl
".NET Developer ready to learn Golang
Acaisoft Poland sp. z o.o","Backend, .net","Mid, Senior",3+ years of experience as a backend Developer|.NET|React.js|English B2+,"19 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/net-developer-ready-to-learn-golang-acaisoft-poland-bialystok-xgpmyntl
".NET Developer ready to learn Golang
Acaisoft Poland sp. z o.o","Backend, .net","Mid, Senior",3+ years of experience as a backend Developer|.NET|React.js|English B2+,"19 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/net-developer-ready-to-learn-golang-acaisoft-poland-gdansk-xgpmyntl
"Android Framework Developer
Infopulse","Mobile, android","Mid, Senior",android|Kernel|Android Ecosystem|Android Debugging|AOSP Framework|Custom System UI|CTS|Tradefed|C/C++|Java|English|Polish,"18 984 - 25 872 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 18 700 PLN
brutto miesięcznie (UoP) oblicz netto|113 - 154 PLN
+ vat (B2B) godzinowo |14 000 - 18 700 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/android-framework-developer-infopulse-remote-jtuszaxb
"Android Framework Developer
Infopulse","Mobile, android","Mid, Senior",android|Kernel|Android Ecosystem|Android Debugging|AOSP Framework|Custom System UI|CTS|Tradefed|C/C++|Java|English|Polish,"18 984 - 25 872 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 18 700 PLN
brutto miesięcznie (UoP) oblicz netto|113 - 154 PLN
+ vat (B2B) godzinowo |14 000 - 18 700 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/android-framework-developer-infopulse-warszawa-jtuszaxb
"Android Framework Developer
Infopulse","Mobile, android","Mid, Senior",android|Kernel|Android Ecosystem|Android Debugging|AOSP Framework|Custom System UI|CTS|Tradefed|C/C++|Java|English|Polish,"18 984 - 25 872 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 18 700 PLN
brutto miesięcznie (UoP) oblicz netto|113 - 154 PLN
+ vat (B2B) godzinowo |14 000 - 18 700 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/android-framework-developer-infopulse-lodz-jtuszaxb
"Android Framework Developer
Infopulse","Mobile, android","Mid, Senior",android|Kernel|Android Ecosystem|Android Debugging|AOSP Framework|Custom System UI|CTS|Tradefed|C/C++|Java|English|Polish,"18 984 - 25 872 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 18 700 PLN
brutto miesięcznie (UoP) oblicz netto|113 - 154 PLN
+ vat (B2B) godzinowo |14 000 - 18 700 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/android-framework-developer-infopulse-gdansk-jtuszaxb
"Android Framework Developer
Infopulse","Mobile, android","Mid, Senior",android|Kernel|Android Ecosystem|Android Debugging|AOSP Framework|Custom System UI|CTS|Tradefed|C/C++|Java|English|Polish,"18 984 - 25 872 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 18 700 PLN
brutto miesięcznie (UoP) oblicz netto|113 - 154 PLN
+ vat (B2B) godzinowo |14 000 - 18 700 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/android-framework-developer-infopulse-bydgoszcz-jtuszaxb
"Senior Frontend Developer
ICEO - Venture Builder","Frontend, react",Senior,React|JavaScript|CSS|HTML|Redux|Git|REST|TypeScript,"20 000 - 27 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/senior-frontend-developer-iceo-venture-builder-remote-8wyjh8o5
"Senior Frontend Developer
ICEO - Venture Builder","Frontend, react",Senior,React|JavaScript|CSS|HTML|Redux|Git|REST|TypeScript,"20 000 - 27 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/senior-frontend-developer-iceo-venture-builder-krakow-8wyjh8o5
"Senior Frontend Developer
ICEO - Venture Builder","Frontend, react",Senior,React|JavaScript|CSS|HTML|Redux|Git|REST|TypeScript,"20 000 - 27 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/senior-frontend-developer-iceo-venture-builder-poznan-8wyjh8o5
"Senior Scala Developer
ICEO - Venture Building","Backend, scala",Senior,Scala|Rest API|Akka|Cats|Kafka|PostgreSQL|JVM,"25 500 - 30 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/senior-scala-developer-iceo-venture-building-remote-ad0jbojz
"Senior Scala Developer
ICEO - Venture Building","Backend, scala",Senior,Scala|Rest API|Akka|Cats|Kafka|PostgreSQL|JVM,"25 500 - 30 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/senior-scala-developer-iceo-venture-building-krakow-ad0jbojz
"Frontend Developer
ICEO - Venture Builder","Frontend, react",Mid,React|JavaScript|CSS|HTML|Redux|Git|REST|TypeScript,"10 000 - 18 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/frontend-developer-iceo-venture-builder-remote-osurk0kg
"Frontend Developer
ICEO - Venture Builder","Frontend, react",Mid,React|JavaScript|CSS|HTML|Redux|Git|REST|TypeScript,"10 000 - 18 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/frontend-developer-iceo-venture-builder-krakow-osurk0kg
"Frontend Developer
ICEO - Venture Builder","Frontend, react",Mid,React|JavaScript|CSS|HTML|Redux|Git|REST|TypeScript,"10 000 - 18 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/frontend-developer-iceo-venture-builder-poznan-osurk0kg
"DevOps Engineer
ICEO - Venture Builder",DevOps,Mid,Linux|Docker|Terraform|Kubernetes|Cloud|CI/CD|Monitoring|Script language|microservices,"14 000 - 20 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/devops-engineer-iceo-venture-builder-remote-thzrxf2h
"Regular Scala Developer
ICEO - Venture Builder","Backend, scala",Mid,Scala|Akka|Kafka|PostgreSQL|Rest API|JVM,"18 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/regular-scala-developer-iceo-venture-builder-remote-2kje3sh7
"Remote DevOps Cloud Engineer
Onwelo S.A.","DevOps, DevOps",Mid,DevOps|Linux|Windows Server|Docker|Jenkins|GitLab|Scripting language|Ansible|kubernetes|elasticsearch|logstash|kibana|Polish|English|Azure|Openshift,"18 480 - 25 200 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|110 - 150 PLN
+ vat (B2B) godzinowo ",https://nofluffjobs.com/pl/job/remote-devops-cloud-engineer-onwelo-t5gysczb
"Remote DevOps Cloud Engineer
Onwelo S.A.","DevOps, DevOps",Mid,DevOps|Linux|Windows Server|Docker|Jenkins|GitLab|Scripting language|Ansible|kubernetes|elasticsearch|logstash|kibana|Polish|English|Azure|Openshift,"18 480 - 25 200 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|110 - 150 PLN
+ vat (B2B) godzinowo ",https://nofluffjobs.com/pl/job/remote-devops-cloud-engineer-onwelo-warszawa-t5gysczb
"Remote DevOps Cloud Engineer
Onwelo S.A.","DevOps, DevOps",Mid,DevOps|Linux|Windows Server|Docker|Jenkins|GitLab|Scripting language|Ansible|kubernetes|elasticsearch|logstash|kibana|Polish|English|Azure|Openshift,"18 480 - 25 200 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|110 - 150 PLN
+ vat (B2B) godzinowo ",https://nofluffjobs.com/pl/job/remote-devops-cloud-engineer-onwelo-gdansk-t5gysczb
"Remote DevOps Cloud Engineer
Onwelo S.A.","DevOps, DevOps",Mid,DevOps|Linux|Windows Server|Docker|Jenkins|GitLab|Scripting language|Ansible|kubernetes|elasticsearch|logstash|kibana|Polish|English|Azure|Openshift,"18 480 - 25 200 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|110 - 150 PLN
+ vat (B2B) godzinowo ",https://nofluffjobs.com/pl/job/remote-devops-cloud-engineer-onwelo-lublin-t5gysczb
"Remote DevOps Cloud Engineer
Onwelo S.A.","DevOps, DevOps",Mid,DevOps|Linux|Windows Server|Docker|Jenkins|GitLab|Scripting language|Ansible|kubernetes|elasticsearch|logstash|kibana|Polish|English|Azure|Openshift,"18 480 - 25 200 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|110 - 150 PLN
+ vat (B2B) godzinowo ",https://nofluffjobs.com/pl/job/remote-devops-cloud-engineer-onwelo-katowice-t5gysczb
"Remote DevOps Cloud Engineer
Onwelo S.A.","DevOps, DevOps",Mid,DevOps|Linux|Windows Server|Docker|Jenkins|GitLab|Scripting language|Ansible|kubernetes|elasticsearch|logstash|kibana|Polish|English|Azure|Openshift,"18 480 - 25 200 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|110 - 150 PLN
+ vat (B2B) godzinowo ",https://nofluffjobs.com/pl/job/remote-devops-cloud-engineer-onwelo-krakow-t5gysczb
"PHP Developer
Devire","Backend, php",Mid,PHP|Symfony|Doctrine|MySQL|Rest API,"10 080 - 13 440 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|60 - 80 PLN
+ vat (B2B) godzinowo ",https://nofluffjobs.com/pl/job/php-developer-devire-remote-uxp3eqme
"PHP Developer
Devire","Backend, php",Mid,PHP|Symfony|Doctrine|MySQL|Rest API,"10 080 - 13 440 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|60 - 80 PLN
+ vat (B2B) godzinowo ",https://nofluffjobs.com/pl/job/php-developer-devire-gdansk-uxp3eqme
"Senior Python Full Stack Developer
Mühlemann & Popp Online Media AG","Fullstack, python",Senior,Python|Django|English|CSS|Communication skills,"18 000 - 30 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|18 000 - 30 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/senior-python-full-stack-developer-muhlemann-popp-online-media-remote-fewthiwi
"Senior Python Full Stack Developer
Mühlemann & Popp Online Media AG","Fullstack, python",Senior,Python|Django|English|CSS|Communication skills,"18 000 - 30 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|18 000 - 30 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/senior-python-full-stack-developer-muhlemann-popp-online-media-wroclaw-fewthiwi
"Python Developer ready to learn Golang
Acaisoft Poland sp. z o.o","Backend, python","Mid, Senior",3+ years of experience as a backend Developer|Python|React.js|English B2+,"19 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/python-developer-ready-to-learn-golang-acaisoft-poland-remote-wyamkcak
"Python Developer ready to learn Golang
Acaisoft Poland sp. z o.o","Backend, python","Mid, Senior",3+ years of experience as a backend Developer|Python|React.js|English B2+,"19 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/python-developer-ready-to-learn-golang-acaisoft-poland-warszawa-wyamkcak
"Python Developer ready to learn Golang
Acaisoft Poland sp. z o.o","Backend, python","Mid, Senior",3+ years of experience as a backend Developer|Python|React.js|English B2+,"19 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/python-developer-ready-to-learn-golang-acaisoft-poland-bialystok-wyamkcak
"Python Developer ready to learn Golang
Acaisoft Poland sp. z o.o","Backend, python","Mid, Senior",3+ years of experience as a backend Developer|Python|React.js|English B2+,"19 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/python-developer-ready-to-learn-golang-acaisoft-poland-gdansk-wyamkcak
"Backend .NET Developer
pTAG","Backend, .net",Mid,C#|.NET|.NET core|Visual Studio|Entity Framework|English|Docker|Jenkins|GIT,"10 000 - 15 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|8 000 - 12 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/backend-net-developer-ptag-remote-pgtq8b0z
"Backend .NET Developer
pTAG","Backend, .net",Mid,C#|.NET|.NET core|Visual Studio|Entity Framework|English|Docker|Jenkins|GIT,"10 000 - 15 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|8 000 - 12 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/backend-net-developer-ptag-warszawa-pgtq8b0z
"Backend .NET Developer
pTAG","Backend, .net",Mid,C#|.NET|.NET core|Visual Studio|Entity Framework|English|Docker|Jenkins|GIT,"10 000 - 15 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|8 000 - 12 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/backend-net-developer-ptag-gdansk-pgtq8b0z
"Backend .NET Developer
pTAG","Backend, .net",Mid,C#|.NET|.NET core|Visual Studio|Entity Framework|English|Docker|Jenkins|GIT,"10 000 - 15 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|8 000 - 12 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/backend-net-developer-ptag-wroclaw-pgtq8b0z
"Remote System Analyst
Schneider Electric",Business Analyst,"Mid, Senior",JIRA|Confluence|Excel|Business analysis|System analysis|English|Polish|Team player|Communication skills|Critical thinking|Problem solving|Proactivity,"16 170 - 24 150 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|770 - 1 150 PLN
+ vat (B2B) dziennie ",https://nofluffjobs.com/pl/job/remote-system-analyst-schneider-electric-0ub3u0qw
"Remote System Analyst
Schneider Electric",Business Analyst,"Mid, Senior",JIRA|Confluence|Excel|Business analysis|System analysis|English|Polish|Team player|Communication skills|Critical thinking|Problem solving|Proactivity,"16 170 - 24 150 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|770 - 1 150 PLN
+ vat (B2B) dziennie ",https://nofluffjobs.com/pl/job/remote-system-analyst-schneider-electric-warsaw-0ub3u0qw
"Java Developer
FUTURUM TECHNOLOGY LTD.","Backend, java",Junior,Java|Spring|English|Polish|Problem solving|Proactivity|Critical thinking,"5 000 - 10 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|5 000 - 10 000 PLN
brutto miesięcznie (UZ) ",https://nofluffjobs.com/pl/job/java-developer-futurum-technology-ltd-remote-wjifyzss
"Java Developer
FUTURUM TECHNOLOGY LTD.","Backend, java",Junior,Java|Spring|English|Polish|Problem solving|Proactivity|Critical thinking,"5 000 - 10 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|5 000 - 10 000 PLN
brutto miesięcznie (UZ) ",https://nofluffjobs.com/pl/job/java-developer-futurum-technology-ltd-krakow-wjifyzss
"Data Engineer with Python and GCP
ProData Consult","Backend, python","Mid, Senior",Python|SQL|PySpark|Git|Docker|GCP|AirFlow|BigQuery|At least 4 years as a Data Engineer with Python,"26 880 - 33 600 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|160 - 200 PLN
+ vat (B2B) godzinowo ",https://nofluffjobs.com/pl/job/data-engineer-with-python-and-gcp-prodata-consult-remote-pp1ptiwn
"Senior DevOps / AWS Engineer
SecurionPay","DevOps, aws","Senior, Expert",AWS|CloudFormation|Cloud Architecture|DevOps|iac|continuous integration|continuous delivery|Ansible|security|Communication skills|Problem solving|Critical thinking|English|Polish,"40 000 - 58 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/senior-devops-aws-engineer-securionpay-remote-dixnv3ra
"Senior DevOps / AWS Engineer
SecurionPay","DevOps, aws","Senior, Expert",AWS|CloudFormation|Cloud Architecture|DevOps|iac|continuous integration|continuous delivery|Ansible|security|Communication skills|Problem solving|Critical thinking|English|Polish,"40 000 - 58 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/senior-devops-aws-engineer-securionpay-wroclaw-dixnv3ra
"Junior Test Engineer
PRIMIGENIUS",Testing,Junior,Proactivity|Team player|Communication skills|ISTQB,"3 500 - 5 500 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/junior-test-engineer-primigenius-bydgoszcz-a12rypp5
"Software Engineer - Backend
ZOOPLUS POLSKA SP . Z O.O.","Backend, java",Senior,Java|Spring|Hibernate|AWS|experience with a modern web app development|experience with cloud-based tools|experience with microservices architecture|self-organization,"16 000 - 21 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/software-engineer-backend-zooplus-polska-sp-z-o-o-krakow-ytj8ihta
"SAS Administrator
iTechnologie Sp. Z o.o.",IT Administrator,"Mid, Senior",SAS|Linux|Windows,"10 000 - 14 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/sas-administrator-itechnologie-remote-1ygepcfo
"Dynamics365 Senior Principal Developer
Hays Poland",Inne,Senior,Dynamics365|CRM|Microsoft Power Platform|.net|Azure|AWS|DevOps tools,"20 000 - 26 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/dynamics365-senior-principal-developer-hays-poland-warsaw-y7s4bbug
"Project Manager
Lingaro",Project Manager,Senior,Project management|Business Intelligence|Business analysis|Communication skills|Problem solving|Proactivity|English|Leadership skills|Scrum|Personal organization|Team player|Risk management|Change managment|Team management,"16 800 - 23 520 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|100 - 140 PLN
+ vat (B2B) godzinowo ",https://nofluffjobs.com/pl/job/project-manager-lingaro-remote-odfv8fjy
"Project Manager
Lingaro",Project Manager,Senior,Project management|Business Intelligence|Business analysis|Communication skills|Problem solving|Proactivity|English|Leadership skills|Scrum|Personal organization|Team player|Risk management|Change managment|Team management,"16 800 - 23 520 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|100 - 140 PLN
+ vat (B2B) godzinowo ",https://nofluffjobs.com/pl/job/project-manager-lingaro-warszawa-odfv8fjy
"Front-End Developer
Shiji Poland","Frontend, react","Mid, Senior",React|JavaScript|TypeScript|CSS3|HTML5|SOLID|Git|English|Team player|Problem solving,"11 760 - 21 840 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|10 000 - 20 000 PLN
brutto miesięcznie (UoP) oblicz netto|70 - 130 PLN
+ vat (B2B) godzinowo |10 000 - 20 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/front-end-developer-shiji-poland-katowice-fsn2e96n
"Front-End Developer
Shiji Poland","Frontend, react","Mid, Senior",React|JavaScript|TypeScript|CSS3|HTML5|SOLID|Git|English|Team player|Problem solving,"11 760 - 21 840 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|10 000 - 20 000 PLN
brutto miesięcznie (UoP) oblicz netto|70 - 130 PLN
+ vat (B2B) godzinowo |10 000 - 20 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/front-end-developer-shiji-poland-warszawa-fsn2e96n
"Mid/Senior JAVA Developer (Remote)
Stepwise","Backend, java","Mid, Senior",Java|Spring|Spring Boot|Docker|Git|AWS|English|Kubernetes,"15 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/mid-senior-java-developer-remote-stepwise-ulaovqzq
